feature1_1,feature1_2,feature1_3,feature1_4,feature2_1,feature2_2,feature2_3,feature2_4,feature3_1,feature3_2,feature3_3,feature3_4,y_f,e_f,e_cf,y_cf,treatment
-0.56389024,-1.522179557,-0.014278789,-0.246720807,-0.165329477,0.119113983,-2.074980486,-1.002755217,0.523546018,0.821517309,-0.148741849,-0.045370412,6,1,1,40,1
-0.704492926,1.73031552,0.228927256,1.092741057,-0.353571527,-0.030658865,-0.200171851,-0.481310239,1.711425997,1.435387086,-1.167520333,0.040843425,451,1,1,42,0
0.362018196,0.572592191,1.104460237,-0.425672027,0.755688843,0.010281457,0.224585771,-1.134708227,-0.951520941,-0.127130456,0.028944498,2.104077367,107,1,1,196,0
1.567514143,-0.624229633,-0.400644202,-1.137061538,-0.903159037,-1.097278062,-0.07130921,-1.319339087,-0.560092946,0.164954557,-0.631585788,-0.86706978,98,1,1,16,1
-1.002562671,1.207348203,1.711987013,-0.624589479,-0.212145804,-1.193564182,0.657585892,0.200079882,1.091259859,-0.489022058,1.368220262,0.891625118,422.3910921,0,1,57,0
0.837566212,0.514144713,-0.050049692,0.743952846,-1.724050204,0.089901573,0.322739562,-0.377149426,-0.000220898,1.050113694,-0.168699112,0.797876496,45,1,1,50,0
0.552524313,-1.153093262,1.641552189,-1.438977834,2.027739514,-1.365317321,0.072148862,0.613151678,1.489166426,0.221296575,-1.530892108,0.801888214,80,1,1,120,0
-0.424466713,1.118854972,1.569548065,1.427731771,-1.371837873,-0.266417893,0.779214565,-0.102814295,-0.586464622,0.240252655,-0.998055659,0.191169913,39,1,1,189,1
-0.952803022,1.47099658,0.718904922,-0.166559577,0.764611297,-1.189443471,-0.534857264,-0.021597847,-1.105191591,-1.055946339,1.021355659,1.709656095,9,1,0,546.3231376,0
0.029561952,0.123842016,0.289430057,-0.301492244,0.414435011,0.949857901,0.521848542,-1.969262874,0.502810028,-0.354422439,-0.446990482,-1.116978386,18,1,1,8,0
-0.788266383,1.055752164,-1.304541211,0.539735237,0.34699125,0.874192893,-1.575179363,-0.159983656,-0.643333236,-0.715370887,1.699458931,1.282837225,14,1,1,380,0
-0.452557666,0.393800127,0.425740611,-0.130047432,-0.393733166,-0.641059774,0.171964255,-0.840149019,0.864998309,-0.204861332,-0.107073334,-0.242106685,20,1,1,10,0
-0.902482775,0.797870886,-0.289095788,0.676977613,-0.343184034,0.487210135,0.765665358,-2.200564436,-2.596062397,0.475674838,-1.594885645,-1.110076732,301,1,1,244,0
-0.998406496,-2.275806603,1.552807208,-1.149298769,0.188530629,0.988963783,-1.586136303,-0.472380876,-0.188846348,0.21112708,1.611722292,0.566730442,49,1,1,12,1
-0.641177253,1.538773941,0.309663986,-0.44884868,1.76910057,0.268200488,-1.462225062,1.850810169,1.700769506,0.353391056,0.336489021,1.057105434,431.3791793,0,1,360,0
1.198678722,-2.59465427,-0.714745374,0.804346042,1.191655346,-0.127365384,-1.074975266,1.448269125,-0.27835428,-1.036818664,0.201451466,0.501755799,24,1,1,296,0
1.613334922,-1.897710628,1.299082574,0.553184426,-0.200362296,0.545669995,0.262286619,0.21907021,0.932352932,1.743052428,-0.12470368,0.954031667,183,1,0,498.2241944,0
0.712050949,-0.579336657,-0.761819456,1.661502129,2.547691702,-0.038912324,-0.356409207,-1.862568653,2.651999118,-0.13623037,0.10374934,0.115432226,266,1,1,150,0
0.258670464,1.487743332,1.454343476,0.704308298,1.466351376,0.353622183,-1.085523464,0.363209761,-1.813277132,-0.19791076,0.432874592,-0.540565788,526.6149679,0,1,20,0
0.295630655,2.079844237,-1.84243292,-0.511166017,-0.580935128,1.062736467,0.01805511,0.0227984,-1.679791485,0.812423001,-0.625888706,-1.250270818,249,1,1,31,0
0.615135458,-0.121394611,-1.280895271,0.324609806,0.670569391,0.149161323,0.327063804,-0.35296169,-0.90552764,1.676185426,0.680996008,-0.703717611,14,1,1,132,0
0.102079749,1.19505614,-0.277959386,-0.052165292,0.353683601,-0.408310762,-1.810429668,-0.903308062,1.054045091,-0.980876877,0.352078891,0.66598184,267,1,1,166,0
1.065501502,-0.228433613,0.364483904,-1.514846657,-0.075261287,-0.297058082,-0.727414382,-0.24587534,-0.127948942,-0.36931062,-2.623004284,2.115850729,116,1,1,3,0
0.685561585,-0.157443985,1.381287767,0.068426559,0.312536292,0.454253185,-0.788471875,-0.065840334,-1.418479846,-0.13975334,-0.555354856,-0.501917779,511.0629503,0,1,51,0
0.693118522,-0.245360497,-1.269431859,-0.262323855,2.337598482,-0.781717438,0.080099746,-1.339411121,0.413450964,0.204451967,0.478453295,0.029580971,150,1,0,486.8690634,1
-0.182441984,0.017466675,2.05428953,-2.531883313,0.423814684,-0.955683516,-0.13367421,-1.077403325,1.249902511,0.571148753,0.297048429,0.871865218,554.4772456,0,1,24,0
-0.163711197,0.689523199,1.984589903,-0.118281885,0.955129919,-1.180552886,1.470473939,-0.021557884,0.710861471,-0.811835052,-2.251213065,-1.126100186,283,1,1,101,0
-0.307866746,-0.961884536,0.670825959,0.063383427,-0.65679588,-0.288363182,-0.219793496,0.200247961,-0.845500241,2.642922685,-0.333744771,-0.14550836,515.0012722,0,1,3,0
0.893368708,1.288554738,0.331198188,-0.075367898,-0.061147656,1.856056866,-0.753041282,-0.34022587,-0.550996039,-0.604037326,2.12258996,0.020305521,3,1,0,513.214266,0
-0.866260054,-0.355888386,-0.954342311,1.591464114,0.000587338,-0.464031732,-1.523710786,0.154870365,-0.840649344,0.010685783,-0.54374039,0.675455344,24,1,1,3,1
-0.973342213,0.818348102,-0.116017285,-0.690858214,1.038955476,0.981271848,0.616620804,-0.787487032,0.020856737,0.599339905,-0.378195263,-0.055468767,48,1,1,15,1
1.983488054,0.077888028,0.404584414,-0.84900951,-0.078089799,-0.527312241,-0.242687934,1.106949846,-0.035529915,-0.959914984,-0.628950975,0.268514823,14,1,1,3,0
0.488360813,0.586838602,-0.175392741,-0.433426257,0.043672011,-2.368892931,-1.592721135,-2.44167074,-0.262733828,-0.822618319,-0.042268338,-0.391270201,431.0865954,0,1,29,0
0.2305805,0.328563893,0.838048584,-0.907881613,-0.041745513,-1.994335643,0.108164256,-0.589285689,-0.984980234,-1.0361774,2.039686037,-0.658757084,33,1,1,8,0
-0.607983561,0.866452902,-0.741469489,-1.470561473,0.708474121,-0.128512397,-0.16063983,1.077170209,-0.613397402,-0.711763631,0.065438539,-0.421470833,19,1,1,18,0
-0.341216884,1.312036507,-1.822932488,0.215375927,-0.670713328,0.259717474,0.469549427,0.49223311,0.512170528,-1.142020256,-0.114893864,1.265974918,9,1,1,62,0
-0.929230025,0.190915321,1.001555629,-0.09742149,-2.119596982,-2.19692174,1.122267866,2.011842019,0.302010747,-0.48966164,-0.513549095,-1.07392106,510.7782825,0,1,32,0
2.203514556,-0.298828457,1.346098326,0.626820481,-0.065810755,-1.843865209,0.109972543,2.006561127,-0.7578506,1.01599784,-1.592493153,0.292366538,109,1,1,166,0
1.337032144,-0.243253924,-0.231023566,-0.338929282,0.318616015,1.397038729,-0.879813049,0.111820478,0.431568126,1.613785097,-0.297384571,1.638962315,448,1,1,356,0
0.134096592,0.172037366,-1.365017154,-0.421265683,0.880640149,-1.472566552,0.757709729,-0.636605013,-0.015838161,-0.387814741,0.889663415,1.134157165,66,1,1,263,0
1.731630195,-0.705519845,-1.285810434,-0.638210058,0.700784796,0.881140523,-0.65320381,-1.319965903,-0.818712604,0.162702211,0.669759991,-0.574080419,20,1,1,53,1
0.74368712,0.61671262,0.971866834,-0.711903517,-0.735692785,-0.963463783,0.459137703,0.656238206,0.751503477,-1.872183611,-0.556280061,0.272163966,525.0393458,0,1,66,0
0.931545753,0.327532331,0.740813801,-0.801905048,-1.582207998,-1.620190215,0.046561891,-1.679828859,1.395892327,-0.844971422,0.814006936,-0.049742306,38,1,1,42,0
0.534246754,-0.80700913,0.841640744,-0.558172618,-0.629157452,1.177667126,-0.845080734,-0.281438908,1.719957053,-1.07749955,-1.378281686,-0.295144414,189,1,1,4,0
1.628855818,-0.377437545,0.026757925,-0.922238254,-1.416757447,0.863528007,-0.204405778,-2.109840026,-0.526083981,0.052375931,-1.744193509,0.055219018,72,1,1,201,1
0.433473393,-0.05005919,-0.650512459,0.897314027,-1.371260714,0.252958496,-0.488011523,0.637370132,-1.889504364,-1.721851398,-0.490244044,0.876230663,292,1,1,59,0
-0.498606567,0.683602823,0.367724396,1.072298764,0.036580042,0.160224264,1.305487314,1.28210329,-1.324424719,0.220522498,0.164557163,1.659466835,6,1,0,512.6967287,0
-0.972849144,-0.748904699,0.76480914,0.006620435,0.191700301,0.029016553,-1.88922277,-1.58617475,0.758249655,0.238022728,0.087832899,-0.7503272,72,1,1,38,1
0.480103364,-0.758712908,-0.34964102,0.027134875,-0.607365112,0.047479448,0.226537387,-0.228525431,-0.639325505,0.969798161,-1.088442074,-2.178919562,457.7738427,0,0,527.7028461,1
0.053776688,-0.219337539,-0.606367328,0.694705342,-0.169426616,-2.530857977,-2.096986277,0.023690097,0.282683786,-0.792152563,-0.364954979,-0.417284575,96,1,1,3,0
-0.325206442,0.315358923,0.021994647,1.108160067,0.34296938,-0.243875978,1.84151047,-0.458281235,1.571395984,-1.405907072,0.007264643,1.830012216,126,1,1,3,0
0.647854154,0.506592905,1.630658871,2.229005271,-0.366560432,0.067910586,-0.28566211,0.249971236,-0.404287966,-0.99660183,-0.810398824,-0.710414103,526.6348954,0,1,54,0
-0.852558638,2.710362062,0.03095098,-0.905730755,-0.092029705,-1.411405583,-0.279287275,0.858850429,0.989419089,-0.219545406,0.288989388,1.566333414,534.8610233,0,0,486.0748136,0
2.444559794,-1.286918173,1.178505062,-0.360297943,1.872419526,-0.43147374,1.401842199,1.240844975,1.06911115,-1.090075714,0.051477861,-0.890589657,4,1,1,415,0
0.999591915,0.778718766,-1.240027057,-0.776509026,-0.906737578,0.432326651,-0.417597375,-0.025423714,-0.737701053,0.65090446,0.458341621,0.567961904,139,1,1,198,1
-1.11065283,-0.434244497,0.83532714,-1.908523084,0.447473724,-0.556700983,0.295617755,-1.989543221,0.879533505,0.299068738,-0.129031866,0.038154179,24,1,1,20,1
0.685448077,0.347828387,-0.834123302,0.885074646,-1.068097683,0.02152768,1.571660997,0.883955574,-0.168095258,-0.739921186,1.393763176,0.06121652,15,1,1,525,0
-0.063843083,-0.93210186,1.292118224,2.418140579,0.344857906,-1.25467383,2.388913935,0.668624309,0.232797775,-0.463504341,-0.185966371,-0.23583064,20,1,1,115,0
-0.235630129,1.491533283,-0.996172407,-1.43903142,-0.670318111,0.55233457,0.002698046,-1.135339869,0.060521342,-2.120441633,-2.192293576,-0.111601238,432.7258528,0,1,114,0
-0.478673549,-0.418925362,-1.782775694,2.020994225,0.652378087,-0.857889978,1.874585626,1.592946287,2.295963805,-1.210131976,1.458010658,-0.160698663,446,1,1,24,0
0.20109313,0.386176752,0.381829503,-0.651919117,-1.487660608,1.516718327,-0.229118606,0.163920405,1.496529361,-0.599250482,-0.760169311,-0.07025707,3,1,1,9,0
-0.144262746,0.193097888,-0.003665833,0.764705484,-1.02855114,-0.424596744,0.762920681,0.515120381,2.577900122,-1.063549465,0.183711619,-0.300227102,176,1,1,24,0
-0.853168936,1.120438097,0.120311784,1.202587965,-0.409908904,0.434198425,0.597370918,-1.611401668,-0.405749905,0.385086362,-2.019652147,-0.912296876,244,1,0,509.6637583,1
-1.319215458,0.050570752,2.525529213,0.578072622,-1.126608152,-0.175027031,-0.089486087,0.501965318,0.357786959,-0.876677161,-1.5200622,0.544810889,211,1,1,271,0
0.892558862,-0.62149312,-0.07875926,-0.157580924,0.189872622,0.819101941,-0.673654916,1.181818484,-1.511218809,-1.437848074,1.707413753,-0.610976987,200,1,1,52,0
-0.691628467,-0.549126758,0.70660094,-0.892844664,1.209135808,0.539785477,-0.474490354,0.381864844,-0.211003348,-0.357837033,0.960105821,1.929875414,254,1,0,417.6817738,0
-0.117283067,-1.043927139,2.304864753,0.740140759,-0.281170802,1.097377569,0.875088211,-0.819489955,0.629798278,0.638098583,-0.127628767,0.572691025,302,1,1,18,1
0.341205558,2.105783726,-1.770871958,-1.567716736,1.040698953,-0.389568206,2.478680715,-0.851745409,0.175091361,-1.241137967,0.614357568,3.125635149,541.1692445,0,0,486.0748136,0
0.6543699,2.095344528,1.047711455,-0.660730816,-1.978995487,1.510255001,0.571909712,-0.233944041,-1.383859659,0.739447975,1.408972026,2.11833346,12,1,1,54,0
0.580306712,-1.107042214,-0.16376554,0.50674329,-0.0285893,-0.505628137,-0.001313389,-0.761382441,-0.487814573,0.221123867,-0.015286126,-1.569013633,486.5505686,0,1,7,1
-0.368085148,3.10963535,-0.623207379,0.977718432,0.153306793,-0.981625254,-0.360101047,1.495167133,0.181708948,-0.767548942,-0.340857614,0.372409497,3,1,1,3,0
0.305921947,1.439554599,0.286016943,2.103882902,-0.653629732,0.77835282,-0.682831319,0.046909907,-0.744100214,0.310739555,-0.282490164,1.587269234,6,1,1,229,1
-1.013801787,1.373653658,0.657977948,0.555733789,-0.430310094,0.093320171,-0.289944704,-0.586538248,0.12376754,-0.654316899,0.937787156,0.839240753,42,1,1,27,0
-0.667331282,0.341913688,-0.997639611,-0.893558546,2.364697549,-1.861424014,-0.635971178,-0.692305234,-0.185258577,-1.897420748,0.580717157,0.026915169,163,1,1,5,0
0.716507912,0.615566323,-1.09043318,-1.50828926,1.133379098,1.022934191,-0.32135277,-0.538458715,-0.083822957,-0.397472061,-0.319290594,0.948534249,12,1,1,307,0
-0.53969804,-0.296336284,-0.071966577,1.399051324,0.718805761,-0.863671132,-0.046719414,-0.750834903,-0.635154966,-0.681020157,-1.501585751,-0.36892511,51,1,1,408,0
-0.352999353,0.127384393,0.517531329,0.74783684,-0.809377557,-0.632685921,-0.44665483,-0.686920202,0.209310084,0.48030822,0.138517204,-0.790100138,17,1,1,48,1
-0.385850352,0.557666164,0.343347407,0.06734387,-0.615805178,-0.910603198,2.171043069,-0.050554629,1.552352198,0.796155791,-0.545169468,-1.870703125,3,1,1,87,0
-0.562365418,-1.783594799,0.070634384,-0.474537111,0.252305877,-1.110924906,-0.089804456,-0.836549326,-0.414407062,0.85330924,0.614226612,-0.23856676,161,1,1,7,1
-1.055287904,0.433435473,1.76411947,1.197646134,-0.948868297,-0.468651691,-1.26019133,1.58028518,-0.555692644,0.649815333,0.837968262,1.830009114,493.0525704,0,1,36,1
0.269306378,-1.84875644,-0.749805003,-0.267733004,0.63126999,-0.087142928,-0.069249018,-0.167822812,0.649498689,0.620435476,0.144408464,1.160045522,472.794987,0,0,492.4764592,1
-1.054372202,0.264777934,-0.67461496,1.320872773,-0.959905458,-0.807430538,-0.328222601,0.917087609,-0.316768345,0.922813208,-0.892976811,1.935043937,437,1,1,3,1
0.919861327,1.066227671,-1.941028355,-1.408026015,1.67250638,1.13577561,0.344323499,-0.647094151,-1.027925872,-1.870784426,0.661100443,-1.804633068,443.0958068,0,1,91,0
1.165535838,0.663857962,0.156077532,0.413613566,1.211116288,-0.176121331,0.942437804,0.633435836,-0.1138803,0.457996641,-0.615560616,0.385285536,12,1,1,104,1
0.29149543,-0.224159016,1.089270122,1.011387611,1.124645538,-1.870844095,0.175738819,-0.776586356,-0.303864903,-1.240402483,-0.507572285,-0.354477229,496.8124599,0,0,418.3605326,0
-1.046010473,0.393672766,-0.345648057,1.313169621,1.608318815,-0.219209238,-0.348480968,0.301350444,-0.225297386,-0.662434352,0.911714492,1.190824318,61,1,1,264,0
-0.109699458,-0.35833769,0.570309901,0.391685671,0.410169451,0.707859439,-1.10079698,1.564850348,0.5622429,-0.737363333,-0.589022512,0.457947162,5,1,1,405,0
0.005271827,-0.120979949,-0.353354577,1.55304421,0.075131246,0.995822875,-0.122947495,1.000218967,-0.410987478,0.172255733,0.844083795,1.176346582,541.6584272,0,0,496.7623146,1
0.538464338,0.471965364,0.012564319,0.092633345,-0.495587461,-0.968651397,0.296983058,-0.0016801,1.029705723,2.089253518,-0.19085791,-1.584658748,117,1,1,3,0
2.511214814,-1.239233576,-1.223668332,-0.335228648,0.45992954,-0.640553526,1.762568408,-0.085673016,1.636178328,-0.54410827,-1.049998685,0.254616681,4,1,1,11,0
-1.750122741,0.551342155,1.412861986,1.321717388,-2.144451536,1.02372245,0.823923185,-0.634992946,-2.218380613,-0.96750575,0.604764754,1.929671319,41,1,1,5,0
-0.823641385,0.312028563,-0.785074285,0.740088861,-0.436340105,-1.385222472,-0.054951928,-0.758839124,-0.663357442,-0.23139206,0.313149998,0.410588092,4,1,1,21,0
0.963177885,1.21478438,-1.301081758,1.597000594,-0.736723894,0.705917986,-1.031638869,1.091346953,0.495569514,1.326480363,0.84115006,0.092408881,266,1,1,96,0
1.089940748,2.069623321,0.958187979,-0.492901667,-0.820019612,-0.985804304,-1.60528152,1.487942606,0.908156805,-2.424003452,0.334125987,0.47521957,3,1,1,220,0
0.205720462,0.21283014,1.968022878,2.071340399,-1.15540828,-0.862113891,-0.821481975,-0.667993638,-0.368174619,0.020118508,-0.823208298,-0.165480605,54,1,0,526.6348954,1
0.720865826,1.295918935,-0.52776669,-0.463392991,-0.150792241,-1.139341167,-0.954387139,0.051836598,-0.147048113,-0.383977927,1.209025226,0.213923033,3,1,1,121,0
-0.113979711,0.944944931,-0.183393305,1.714323237,0.024600168,0.454132656,0.272277681,0.30582308,-0.39041315,0.424165445,0.208512745,0.429386156,3,1,1,3,1
1.357696738,-0.165611652,-0.040906256,1.836981746,-2.08032226,-0.038130076,-0.665514592,-0.205680071,0.705880331,-2.612790904,-0.025293502,-0.178266198,518,1,1,87,0
-0.06463753,-1.204955651,-3.880898411,0.974470379,0.415160038,1.751967304,0.485011149,-0.170893716,0.748870067,0.629793266,0.811053062,2.133776076,470.1797263,0,1,214,1
0.238459188,1.798873301,-1.604648113,0.118714856,0.762238034,1.836430731,-0.55897444,-0.183320958,-0.989050435,0.77503205,-0.593328476,1.208618722,292,1,1,112,1
-1.58863905,-1.236659613,1.273804049,0.061640528,0.388053273,-1.860771215,-0.781708449,-0.368736941,1.137676821,-0.117321057,0.774945087,0.181106708,15,1,1,462,0
-0.916110286,0.395083059,-0.182491504,-0.790308309,1.231065034,-0.275745972,0.068552367,0.91106197,0.206704045,-0.696493622,-1.954489772,-0.363380214,388,1,1,390,0
-0.978326315,0.877332065,-0.412389977,-2.131521946,1.403688057,-1.479424682,-0.544142363,-0.39188652,-0.268758706,1.034399532,-0.716313955,0.37386146,3,1,1,160,0
-1.325217793,1.276832575,1.041066713,0.119443721,-0.045108631,0.338728733,-0.214208408,-0.724682333,0.031682052,0.676814702,0.448306178,0.354227376,27,1,1,42,1
1.796761977,-0.684293658,-0.808941309,-0.623915976,0.084044469,1.328016348,-0.475252113,-0.110295934,0.365986701,-0.702431602,-1.203935841,-1.076852709,568.7086994,0,1,37,0
-0.90794658,0.956433621,-1.345016662,-0.860608212,-0.867225241,0.323316003,-0.82120005,-2.121891685,1.199785907,-0.415934308,0.24867245,0.407734302,69,1,1,126,0
1.154716938,0.674282061,-0.963631653,0.698200207,0.128444786,-0.262788556,0.271131562,-0.240439189,-1.462158097,1.022049175,0.749333837,-1.089760425,10,1,1,3,0
1.21039882,1.730425079,-0.984176226,0.442601943,-0.171777325,0.952694961,-0.076922574,0.798864436,-0.894867523,0.306629986,-1.186453685,-1.555331737,31,1,1,66,1
-0.161533941,1.817726605,0.023361052,1.083019808,-0.045787582,0.299750403,0.666751613,0.032851352,-2.334046746,0.277205092,-1.712097277,2.18813932,180,1,1,43,0
0.671666164,0.143354558,0.345784026,0.994534255,0.701667466,0.628217873,-0.050794945,-0.165088048,-0.188397876,-0.092102744,-1.244183,0.487327374,69,1,1,14,0
0.705927182,0.889386442,1.007565046,-0.987543243,-0.897432383,0.370472793,-0.178106948,-0.397878839,0.767444239,1.678209668,0.65850029,0.382662726,558,1,1,174,0
-1.098942811,-1.109419712,-1.394905719,1.178619888,-0.528802348,0.680076102,1.252403675,0.670394127,-1.539720954,1.188747011,-0.319816667,-1.257209135,62,1,1,4,0
0.405121282,0.430917359,1.242878162,-0.755557277,0.393632917,-0.908652219,1.499758224,-0.362490749,-0.621951311,-1.114229612,-1.867480024,0.058838942,20,1,1,44,0
